Period,Timestamp,load,predicted,Delta (kW),Absolute Error (kW),Squared Error,Error (%)
Apr-25,2025-04-04T04:45:00,0.29,0.307,0.017,0.017,0.000289,5.70%
Apr-25,2025-04-04T05:00:00,0.27,0.277,0.007,0.007,0.000049,2.69%
Apr-25,2025-04-04T05:15:00,0.26,0.268,0.008,0.008,0.000064,3.08%
Apr-25,2025-04-04T05:30:00,0.26,0.262,0.002,0.002,0.000004,0.63%
Apr-25,2025-04-04T05:45:00,0.29,0.282,-0.008,0.008,0.000064,2.66%
Apr-25,2025-04-04T06:00:00,0.3,0.298,-0.002,0.002,0.000004,0.61%
Apr-25,2025-04-04T06:15:00,0.3,0.299,-0.001,0.001,0.000001,0.23%
Apr-25,2025-04-04T06:30:00,0.72,0.716,-0.004,0.004,0.000016,0.57%
Apr-25,2025-04-04T06:45:00,0.46,0.486,0.026,0.026,0.000676,5.61%
Apr-25,2025-04-04T07:00:00,0.31,0.347,0.037,0.037,0.001369,11.89%
Apr-25,2025-04-04T07:15:00,0.34,0.325,-0.015,0.015,0.000225,4.41%
Apr-25,2025-04-04T07:30:00,1.1,1.086,-0.014,0.014,0.000196,1.25%
Apr-25,2025-04-04T07:45:00,1.83,1.652,-0.178,0.178,0.031684,9.70%
Apr-25,2025-04-04T08:00:00,2.55,2.365,-0.185,0.185,0.034225,7.27%
Apr-25,2025-04-04T08:15:00,0.51,0.541,0.031,0.031,0.000961,5.99%
Apr-25,2025-04-04T08:30:00,0.67,0.516,-0.154,0.154,0.023716,22.98%
Apr-25,2025-04-04T08:45:00,0.57,0.576,0.006,0.006,0.000036,1.04%
Apr-25,2025-04-04T09:00:00,0.83,0.736,-0.094,0.094,0.008836,11.38%
Apr-25,2025-04-04T09:15:00,0.65,0.626,-0.024,0.024,0.000576,3.64%
Apr-25,2025-04-04T09:30:00,1.2,1.069,-0.131,0.131,0.017161,10.91%
Apr-25,2025-04-04T09:45:00,1.67,1.492,-0.178,0.178,0.031684,10.66%
Apr-25,2025-04-04T10:00:00,3.12,2.986,-0.134,0.134,0.017956,4.28%
Apr-25,2025-04-04T10:15:00,0.98,1.076,0.096,0.096,0.009216,9.77%
Apr-25,2025-04-04T10:30:00,0.97,0.96,-0.01,0.01,0.0001,1.07%
Apr-25,2025-04-04T10:45:00,0.29,0.486,0.196,0.196,0.038416,67.52%
Apr-25,2025-04-04T11:00:00,0.29,0.483,0.193,0.193,0.037249,66.50%
Apr-25,2025-04-04T11:15:00,0.26,0.38,0.12,0.12,0.0144,46.06%
Apr-25,2025-04-04T11:30:00,0.25,0.454,0.204,0.204,0.041616,81.75%
Apr-25,2025-04-04T11:45:00,1.5,0.927,-0.573,0.573,0.328329,38.20%
Apr-25,2025-04-04T12:00:00,1.75,1.651,-0.099,0.099,0.009801,5.65%
Apr-25,2025-04-04T12:15:00,1.69,1.641,-0.049,0.049,0.002401,2.87%
Apr-25,2025-04-04T12:30:00,1.62,1.665,0.045,0.045,0.002025,2.76%
Apr-25,2025-04-04T12:45:00,1.78,1.71,-0.07,0.07,0.0049,3.96%
Apr-25,2025-04-04T13:00:00,1.67,1.558,-0.112,0.112,0.012544,6.68%
Apr-25,2025-04-04T13:15:00,1.78,1.695,-0.085,0.085,0.007225,4.79%
Apr-25,2025-04-04T13:30:00,1.95,2.031,0.081,0.081,0.006561,4.17%
Apr-25,2025-04-04T13:45:00,2.04,2.027,-0.013,0.013,0.000169,0.63%
Apr-25,2025-04-04T14:00:00,1.96,1.756,-0.204,0.204,0.041616,10.42%
Apr-25,2025-04-04T14:15:00,2.11,2.001,-0.109,0.109,0.011881,5.15%
Apr-25,2025-04-04T14:30:00,2.34,2.137,-0.203,0.203,0.041209,8.69%
Apr-25,2025-04-04T14:45:00,2.66,2.328,-0.332,0.332,0.110224,12.48%
Apr-25,2025-04-04T15:00:00,2.88,2.573,-0.307,0.307,0.094249,10.66%
Apr-25,2025-04-04T15:15:00,1.97,1.647,-0.323,0.323,0.104329,16.40%
Apr-25,2025-04-04T15:30:00,0.2,0.344,0.144,0.144,0.020736,72.07%
Apr-25,2025-04-04T15:45:00,0.24,0.23,-0.01,0.01,0.0001,4.22%
Apr-25,2025-04-04T16:00:00,0.2,0.243,0.043,0.043,0.001849,21.36%
Apr-25,2025-04-04T16:15:00,0.23,0.246,0.016,0.016,0.000256,6.75%
Apr-25,2025-04-04T16:30:00,0.24,0.248,0.008,0.008,0.000064,3.18%
Apr-25,2025-04-04T16:45:00,0.24,0.223,-0.017,0.017,0.000289,6.91%
Apr-25,2025-04-04T17:00:00,0.24,0.22,-0.02,0.02,0.0004,8.19%
Apr-25,2025-04-04T17:15:00,0.21,0.228,0.018,0.018,0.000324,8.65%
Apr-25,2025-04-04T17:30:00,0.2,0.212,0.012,0.012,0.000144,6.15%
Apr-25,2025-04-04T17:45:00,0.21,0.203,-0.007,0.007,0.000049,3.11%
Apr-25,2025-04-04T18:00:00,0.23,0.211,-0.019,0.019,0.000361,8.23%
Apr-25,2025-04-04T18:15:00,0.26,0.245,-0.015,0.015,0.000225,5.58%
Apr-25,2025-04-04T18:30:00,1.67,1.63,-0.04,0.04,0.0016,2.42%
Apr-25,2025-04-04T18:45:00,0.25,0.353,0.103,0.103,0.010609,41.29%
Apr-25,2025-04-04T19:00:00,0.37,0.436,0.066,0.066,0.004356,17.76%
Apr-25,2025-04-04T19:15:00,1.15,1.213,0.063,0.063,0.003969,5.50%
Apr-25,2025-04-04T19:30:00,0.65,0.757,0.107,0.107,0.011449,16.44%
Apr-25,2025-04-04T19:45:00,0.72,0.75,0.03,0.03,0.0009,4.17%
Apr-25,2025-04-04T20:00:00,0.73,0.729,-0.001,0.001,0.000001,0.13%
Apr-25,2025-04-04T20:15:00,0.76,0.729,-0.031,0.031,0.000961,4.13%
Apr-25,2025-04-04T20:30:00,0.75,0.728,-0.022,0.022,0.000484,2.93%
Apr-25,2025-04-04T20:45:00,0.71,0.709,-0.001,0.001,0.000001,0.19%
Apr-25,2025-04-04T21:00:00,0.69,0.671,-0.019,0.019,0.000361,2.80%
Apr-25,2025-04-04T21:15:00,0.6,0.551,-0.049,0.049,0.002401,8.10%
Apr-25,2025-04-04T21:30:00,1.47,1.379,-0.091,0.091,0.008281,6.17%
Apr-25,2025-04-04T21:45:00,1.33,1.359,0.029,0.029,0.000841,2.20%
Apr-25,2025-04-04T22:00:00,0.84,0.853,0.013,0.013,0.000169,1.57%
Apr-25,2025-04-04T22:15:00,1.67,1.683,0.013,0.013,0.000169,0.76%
Apr-25,2025-04-04T22:30:00,3.27,3.355,0.085,0.085,0.007225,2.59%
Apr-25,2025-04-04T22:45:00,1.85,1.807,-0.043,0.043,0.001849,2.34%
Apr-25,2025-04-04T23:00:00,3.19,3.331,0.141,0.141,0.019881,4.43%
Apr-25,2025-04-04T23:15:00,2.7,2.668,-0.032,0.032,0.001024,1.18%
Apr-25,2025-04-04T23:30:00,4.65,4.4,-0.25,0.25,0.0625,5.38%
Apr-25,2025-04-04T23:45:00,2.27,2.269,-0.001,0.001,0.000001,0.03%
Apr-25,2025-04-05T00:00:00,0.45,0.514,0.064,0.064,0.004096,14.31%
Apr-25,2025-04-05T00:15:00,0.37,0.427,0.057,0.057,0.003249,15.49%
Apr-25,2025-04-05T00:30:00,1.04,1.02,-0.02,0.02,0.0004,1.93%
Apr-25,2025-04-05T00:45:00,0.37,0.366,-0.004,0.004,0.000016,1.04%
Apr-25,2025-04-05T01:00:00,0.35,0.381,0.031,0.031,0.000961,8.96%
Apr-25,2025-04-05T01:15:00,0.3,0.339,0.039,0.039,0.001521,13.10%
Apr-25,2025-04-05T01:30:00,0.29,0.304,0.014,0.014,0.000196,4.90%
Apr-25,2025-04-05T01:45:00,0.28,0.274,-0.006,0.006,0.000036,2.23%
Apr-25,2025-04-05T02:00:00,0.32,0.298,-0.022,0.022,0.000484,6.86%
Apr-25,2025-04-05T02:15:00,0.33,0.307,-0.023,0.023,0.000529,6.84%
Apr-25,2025-04-05T02:30:00,0.33,0.324,-0.006,0.006,0.000036,1.85%
Apr-25,2025-04-05T02:45:00,0.33,0.325,-0.005,0.005,0.000025,1.46%
Apr-25,2025-04-05T03:00:00,0.32,0.327,0.007,0.007,0.000049,2.18%
Apr-25,2025-04-05T03:15:00,0.29,0.29,0,0,0,0%
Apr-25,2025-04-05T03:30:00,0.28,0.281,0.001,0.001,0.000001,0.25%
Apr-25,2025-04-05T03:45:00,0.31,0.299,-0.011,0.011,0.000121,3.51%
Apr-25,2025-04-05T04:00:00,0.31,0.297,-0.013,0.013,0.000169,4.03%
Apr-25,2025-04-05T04:15:00,0.31,0.301,-0.009,0.009,0.000081,2.88%
Apr-25,2025-04-05T04:30:00,0.33,0.318,-0.012,0.012,0.000144,3.55%
Apr-25,2025-04-05T04:45:00,1.08,1.209,0.129,0.129,0.016641,11.91%
Apr-25,2025-04-05T05:00:00,1.07,1.072,0.002,0.002,0.000004,0.22%
Apr-25,2025-04-05T05:15:00,1.08,1.055,-0.025,0.025,0.000625,2.30%
Apr-25,2025-04-05T05:30:00,1.79,1.792,0.002,0.002,0.000004,0.12%
Apr-25,2025-04-05T05:45:00,2.7,2.669,-0.031,0.031,0.000961,1.14%
Apr-25,2025-04-05T06:00:00,0.37,0.361,-0.009,0.009,0.000081,2.54%
Apr-25,2025-04-05T06:15:00,0.38,0.349,-0.031,0.031,0.000961,8.23%
Apr-25,2025-04-05T06:30:00,1.82,1.843,0.023,0.023,0.000529,1.24%
Apr-25,2025-04-05T06:45:00,1.87,1.916,0.046,0.046,0.002116,2.48%
Apr-25,2025-04-05T07:00:00,0.44,0.416,-0.024,0.024,0.000576,5.43%
Apr-25,2025-04-05T07:15:00,0.39,0.371,-0.019,0.019,0.000361,4.80%
Apr-25,2025-04-05T07:30:00,0.37,0.337,-0.033,0.033,0.001089,8.90%
Apr-25,2025-04-05T07:45:00,0.43,0.308,-0.122,0.122,0.014884,28.46%
Apr-25,2025-04-05T08:00:00,0.31,0.3,-0.01,0.01,0.0001,3.34%
Apr-25,2025-04-05T08:15:00,0.38,0.372,-0.008,0.008,0.000064,2.01%
Apr-25,2025-04-05T08:30:00,0.46,0.348,-0.112,0.112,0.012544,24.42%
Apr-25,2025-04-05T08:45:00,0.61,0.435,-0.175,0.175,0.030625,28.62%
Apr-25,2025-04-05T09:00:00,2.12,1.245,-0.875,0.875,0.765625,41.26%
Apr-25,2025-04-05T09:15:00,2.22,1.735,-0.485,0.485,0.235225,21.84%
Apr-25,2025-04-05T09:30:00,2.18,2.053,-0.127,0.127,0.016129,5.82%
Apr-25,2025-04-05T09:45:00,0.89,0.95,0.06,0.06,0.0036,6.78%
Apr-25,2025-04-05T10:00:00,0.19,0.451,0.261,0.261,0.068121,137.51%
Apr-25,2025-04-05T10:15:00,0.21,0.399,0.189,0.189,0.035721,90.12%
Apr-25,2025-04-05T10:30:00,0.3,0.431,0.131,0.131,0.017161,43.73%
Apr-25,2025-04-05T10:45:00,3.2,2.514,-0.686,0.686,0.470596,21.43%
Apr-25,2025-04-05T11:00:00,2.69,2.297,-0.393,0.393,0.154449,14.62%
Apr-25,2025-04-05T11:15:00,2.39,2.673,0.283,0.283,0.080089,11.83%
Apr-25,2025-04-05T11:30:00,3.17,2.992,-0.178,0.178,0.031684,5.60%
Apr-25,2025-04-05T11:45:00,2.58,2.555,-0.025,0.025,0.000625,0.99%
Apr-25,2025-04-05T12:00:00,1.93,1.922,-0.008,0.008,0.000064,0.40%
Apr-25,2025-04-05T12:15:00,2.82,2.413,-0.407,0.407,0.165649,14.45%
Apr-25,2025-04-05T12:30:00,2.01,1.991,-0.019,0.019,0.000361,0.92%
Apr-25,2025-04-05T12:45:00,1.99,2.138,0.148,0.148,0.021904,7.42%
Apr-25,2025-04-05T13:00:00,2.8,2.491,-0.309,0.309,0.095481,11.03%
Apr-25,2025-04-05T13:15:00,2.41,2.479,0.069,0.069,0.004761,2.87%
Apr-25,2025-04-05T13:30:00,2.43,2.896,0.466,0.466,0.217156,19.19%
Apr-25,2025-04-05T13:45:00,5.64,4.71,-0.93,0.93,0.8649,16.49%
Apr-25,2025-04-05T14:00:00,3.64,3.729,0.089,0.089,0.007921,2.44%
Apr-25,2025-04-05T14:15:00,2.54,2.528,-0.012,0.012,0.000144,0.48%
Apr-25,2025-04-05T14:30:00,0.31,0.549,0.239,0.239,0.057121,77.02%
Apr-25,2025-04-05T14:45:00,0.29,0.249,-0.041,0.041,0.001681,14.03%
Apr-25,2025-04-05T15:00:00,1.66,0.931,-0.729,0.729,0.531441,43.89%
Apr-25,2025-04-05T15:15:00,0.31,0.312,0.002,0.002,0.000004,0.51%
Apr-25,2025-04-05T15:30:00,0.28,0.369,0.089,0.089,0.007921,31.86%
Apr-25,2025-04-05T15:45:00,0.96,0.684,-0.276,0.276,0.076176,28.79%
Apr-25,2025-04-05T16:00:00,1.87,1.276,-0.594,0.594,0.352836,31.78%
Apr-25,2025-04-05T16:15:00,1.77,1.491,-0.279,0.279,0.077841,15.77%
Apr-25,2025-04-05T16:30:00,0.99,0.972,-0.018,0.018,0.000324,1.86%
Apr-25,2025-04-05T16:45:00,1.7,1.49,-0.21,0.21,0.0441,12.35%
Apr-25,2025-04-05T17:00:00,0.27,0.602,0.332,0.332,0.110224,123.10%
Apr-25,2025-04-05T17:15:00,1.04,1.121,0.081,0.081,0.006561,7.77%
Apr-25,2025-04-05T17:30:00,1.63,1.602,-0.028,0.028,0.000784,1.74%
Apr-25,2025-04-05T17:45:00,0.25,0.455,0.205,0.205,0.042025,82.17%
Apr-25,2025-04-05T18:00:00,0.24,0.295,0.055,0.055,0.003025,22.92%
Apr-25,2025-04-05T18:15:00,0.21,0.283,0.073,0.073,0.005329,34.83%
Apr-25,2025-04-05T18:30:00,0.2,0.32,0.12,0.12,0.0144,59.86%
Apr-25,2025-04-05T18:45:00,0.23,0.229,-0.001,0.001,0.000001,0.36%
Apr-25,2025-04-05T19:00:00,0.22,0.236,0.016,0.016,0.000256,7.48%
Apr-25,2025-04-05T19:15:00,0.23,0.245,0.015,0.015,0.000225,6.59%
Apr-25,2025-04-05T19:30:00,0.23,0.252,0.022,0.022,0.000484,9.74%
Apr-25,2025-04-05T19:45:00,1.28,1.317,0.037,0.037,0.001369,2.85%
Apr-25,2025-04-05T20:00:00,2.28,2.252,-0.028,0.028,0.000784,1.21%
Apr-25,2025-04-05T20:15:00,0.73,0.708,-0.022,0.022,0.000484,3.01%
Apr-25,2025-04-05T20:30:00,0.71,0.723,0.013,0.013,0.000169,1.88%
Apr-25,2025-04-05T20:45:00,0.75,0.735,-0.015,0.015,0.000225,2%
Apr-25,2025-04-05T21:00:00,0.68,0.69,0.01,0.01,0.0001,1.48%
Apr-25,2025-04-05T21:15:00,0.69,0.708,0.018,0.018,0.000324,2.58%
Apr-25,2025-04-05T21:30:00,2.8,2.811,0.011,0.011,0.000121,0.39%
Apr-25,2025-04-05T21:45:00,0.86,0.776,-0.084,0.084,0.007056,9.82%
Apr-25,2025-04-05T22:00:00,2.6,2.804,0.204,0.204,0.041616,7.86%
Apr-25,2025-04-05T22:15:00,0.36,0.367,0.007,0.007,0.000049,1.90%
Apr-25,2025-04-05T22:30:00,0.78,0.65,-0.13,0.13,0.0169,16.68%
Apr-25,2025-04-05T22:45:00,0.37,0.367,-0.003,0.003,0.000009,0.75%
Apr-25,2025-04-05T23:00:00,0.29,0.305,0.015,0.015,0.000225,5.31%
Apr-25,2025-04-05T23:15:00,0.3,0.312,0.012,0.012,0.000144,3.88%
Apr-25,2025-04-05T23:30:00,0.3,0.296,-0.004,0.004,0.000016,1.34%
Apr-25,2025-04-05T23:45:00,0.3,0.284,-0.016,0.016,0.000256,5.42%
Apr-25,2025-04-06T00:00:00,0.29,0.29,0,0,0,0.16%
Apr-25,2025-04-06T00:15:00,0.28,0.281,0.001,0.001,0.000001,0.50%
Apr-25,2025-04-06T00:30:00,0.26,0.262,0.002,0.002,0.000004,0.80%
Apr-25,2025-04-06T00:45:00,0.26,0.257,-0.003,0.003,0.000009,0.99%
Apr-25,2025-04-06T01:00:00,0.28,0.274,-0.006,0.006,0.000036,2.14%
Apr-25,2025-04-06T01:15:00,0.3,0.294,-0.006,0.006,0.000036,1.92%
Apr-25,2025-04-06T01:30:00,0.3,0.299,-0.001,0.001,0.000001,0.37%
Apr-25,2025-04-06T01:45:00,0.29,0.291,0.001,0.001,0.000001,0.33%
Apr-25,2025-04-06T02:00:00,0.29,0.289,-0.001,0.001,0.000001,0.19%
Apr-25,2025-04-06T02:15:00,0.28,0.281,0.001,0.001,0.000001,0.28%
Apr-25,2025-04-06T02:30:00,0.26,0.266,0.006,0.006,0.000036,2.26%
Apr-25,2025-04-06T02:45:00,0.26,0.261,0.001,0.001,0.000001,0.21%
Apr-25,2025-04-06T03:00:00,0.29,0.282,-0.008,0.008,0.000064,2.61%
Apr-25,2025-04-06T03:15:00,0.3,0.296,-0.004,0.004,0.000016,1.17%
Apr-25,2025-04-06T03:30:00,0.8,0.828,0.028,0.028,0.000784,3.48%
Apr-25,2025-04-06T03:45:00,1.82,1.83,0.01,0.01,0.0001,0.54%
Apr-25,2025-04-06T04:00:00,1.38,1.411,0.031,0.031,0.000961,2.23%
Apr-25,2025-04-06T04:15:00,0.27,0.278,0.008,0.008,0.000064,2.90%
Apr-25,2025-04-06T04:30:00,0.26,0.268,0.008,0.008,0.000064,2.98%
Apr-25,2025-04-06T04:45:00,0.26,0.269,0.009,0.009,0.000081,3.57%
Apr-25,2025-04-06T05:00:00,0.3,0.302,0.002,0.002,0.000004,0.79%
Apr-25,2025-04-06T05:15:00,0.3,0.299,-0.001,0.001,0.000001,0.33%
Apr-25,2025-04-06T05:30:00,0.29,0.292,0.002,0.002,0.000004,0.57%
Apr-25,2025-04-06T05:45:00,0.29,0.277,-0.013,0.013,0.000169,4.36%
Apr-25,2025-04-06T06:00:00,0.29,0.291,0.001,0.001,0.000001,0.20%
Apr-25,2025-04-06T06:15:00,0.26,0.265,0.005,0.005,0.000025,1.91%
Apr-25,2025-04-06T06:30:00,0.26,0.26,0,0,0,0.14%
Apr-25,2025-04-06T06:45:00,0.27,0.268,-0.002,0.002,0.000004,0.61%
Apr-25,2025-04-06T07:00:00,0.26,0.258,-0.002,0.002,0.000004,0.77%
Apr-25,2025-04-06T07:15:00,0.24,0.251,0.011,0.011,0.000121,4.77%
Apr-25,2025-04-06T07:30:00,0.23,0.258,0.028,0.028,0.000784,12.19%
Apr-25,2025-04-06T07:45:00,0.24,0.241,0.001,0.001,0.000001,0.34%
Apr-25,2025-04-06T08:00:00,0.23,0.251,0.021,0.021,0.000441,9.32%
Apr-25,2025-04-06T08:15:00,0.22,0.27,0.05,0.05,0.0025,22.92%
Apr-25,2025-04-06T08:30:00,0.62,0.313,-0.307,0.307,0.094249,49.44%
Apr-25,2025-04-06T08:45:00,0.37,0.421,0.051,0.051,0.002601,13.92%
Apr-25,2025-04-06T09:00:00,0.24,0.312,0.072,0.072,0.005184,29.87%
Apr-25,2025-04-06T09:15:00,0.35,0.399,0.049,0.049,0.002401,14.10%
Apr-25,2025-04-06T09:30:00,0.53,0.536,0.006,0.006,0.000036,1.12%
Apr-25,2025-04-06T09:45:00,1.26,0.939,-0.321,0.321,0.103041,25.47%
Apr-25,2025-04-06T10:00:00,1.94,1.804,-0.136,0.136,0.018496,6.99%
Apr-25,2025-04-06T10:15:00,0.52,0.644,0.124,0.124,0.015376,23.76%
Apr-25,2025-04-06T10:30:00,0.62,0.651,0.031,0.031,0.000961,5%
Apr-25,2025-04-06T10:45:00,2.37,1.744,-0.626,0.626,0.391876,26.43%
Apr-25,2025-04-06T11:00:00,2.13,2.096,-0.034,0.034,0.001156,1.59%
Apr-25,2025-04-06T11:15:00,2.16,2.057,-0.103,0.103,0.010609,4.77%
Apr-25,2025-04-06T11:30:00,2.29,2.108,-0.182,0.182,0.033124,7.96%
Apr-25,2025-04-06T11:45:00,1.6,1.794,0.194,0.194,0.037636,12.14%
Apr-25,2025-04-06T12:00:00,1.65,1.585,-0.065,0.065,0.004225,3.92%
Apr-25,2025-04-06T12:15:00,1.73,1.654,-0.076,0.076,0.005776,4.38%
Apr-25,2025-04-06T12:30:00,1.88,1.901,0.021,0.021,0.000441,1.11%
Apr-25,2025-04-06T12:45:00,1.93,2.023,0.093,0.093,0.008649,4.81%
Apr-25,2025-04-06T13:00:00,1.94,1.814,-0.126,0.126,0.015876,6.50%
Apr-25,2025-04-06T13:15:00,2.1,1.992,-0.108,0.108,0.011664,5.16%
Apr-25,2025-04-06T13:30:00,2.18,2.156,-0.024,0.024,0.000576,1.10%
Apr-25,2025-04-06T13:45:00,2.61,2.442,-0.168,0.168,0.028224,6.44%
Apr-25,2025-04-06T14:00:00,2.83,2.656,-0.174,0.174,0.030276,6.14%
Apr-25,2025-04-06T14:15:00,1.19,0.954,-0.236,0.236,0.055696,19.80%
Apr-25,2025-04-06T14:30:00,0.22,0.309,0.089,0.089,0.007921,40.39%
Apr-25,2025-04-06T14:45:00,0.23,0.262,0.032,0.032,0.001024,14.03%
Apr-25,2025-04-06T15:00:00,0.23,0.305,0.075,0.075,0.005625,32.51%
Apr-25,2025-04-06T15:15:00,0.22,0.31,0.09,0.09,0.0081,40.85%
Apr-25,2025-04-06T15:30:00,0.22,0.223,0.003,0.003,0.000009,1.49%
Apr-25,2025-04-06T15:45:00,0.22,0.223,0.003,0.003,0.000009,1.19%
Apr-25,2025-04-06T16:00:00,0.19,0.21,0.02,0.02,0.0004,10.26%
Apr-25,2025-04-06T16:15:00,0.19,0.186,-0.004,0.004,0.000016,2.15%
Apr-25,2025-04-06T16:30:00,0.2,0.221,0.021,0.021,0.000441,10.58%
Apr-25,2025-04-06T16:45:00,0.23,0.21,-0.02,0.02,0.0004,8.81%
Apr-25,2025-04-06T17:00:00,0.24,0.236,-0.004,0.004,0.000016,1.76%
Apr-25,2025-04-06T17:15:00,0.25,0.285,0.035,0.035,0.001225,13.81%
Apr-25,2025-04-06T17:30:00,1.12,1.259,0.139,0.139,0.019321,12.41%
Apr-25,2025-04-06T17:45:00,1.02,0.992,-0.028,0.028,0.000784,2.76%
Apr-25,2025-04-06T18:00:00,0.78,0.725,-0.055,0.055,0.003025,7.07%
Apr-25,2025-04-06T18:15:00,0.65,0.596,-0.054,0.054,0.002916,8.36%
Apr-25,2025-04-06T18:30:00,0.43,0.447,0.017,0.017,0.000289,4.03%
Apr-25,2025-04-06T18:45:00,0.41,0.44,0.03,0.03,0.0009,7.37%
Apr-25,2025-04-06T19:00:00,0.4,0.43,0.03,0.03,0.0009,7.52%
Apr-25,2025-04-06T19:15:00,0.4,0.422,0.022,0.022,0.000484,5.60%
Apr-25,2025-04-06T19:30:00,0.35,0.388,0.038,0.038,0.001444,10.74%
Apr-25,2025-04-06T19:45:00,0.46,0.517,0.057,0.057,0.003249,12.31%
Apr-25,2025-04-06T20:00:00,0.46,0.492,0.032,0.032,0.001024,6.88%
Apr-25,2025-04-06T20:15:00,0.4,0.422,0.022,0.022,0.000484,5.49%
Apr-25,2025-04-06T20:30:00,0.37,0.37,0,0,0,0.10%
Apr-25,2025-04-06T20:45:00,0.37,0.37,0,0,0,0.09%
Apr-25,2025-04-06T21:00:00,0.38,0.376,-0.004,0.004,0.000016,1.08%
Apr-25,2025-04-06T21:15:00,0.53,0.54,0.01,0.01,0.0001,1.80%
Apr-25,2025-04-06T21:30:00,0.54,0.525,-0.015,0.015,0.000225,2.83%
Apr-25,2025-04-06T21:45:00,0.37,0.387,0.017,0.017,0.000289,4.64%
Apr-25,2025-04-06T22:00:00,0.34,0.339,-0.001,0.001,0.000001,0.31%
Apr-25,2025-04-06T22:15:00,0.34,0.332,-0.008,0.008,0.000064,2.29%
Apr-25,2025-04-06T22:30:00,0.76,0.725,-0.035,0.035,0.001225,4.54%
Apr-25,2025-04-06T22:45:00,0.26,0.317,0.057,0.057,0.003249,22.04%
Apr-25,2025-04-06T23:00:00,0.25,0.26,0.01,0.01,0.0001,4.13%
Apr-25,2025-04-06T23:15:00,0.28,0.275,-0.005,0.005,0.000025,1.93%
Apr-25,2025-04-06T23:30:00,0.29,0.291,0.001,0.001,0.000001,0.35%
Apr-25,2025-04-06T23:45:00,0.29,0.288,-0.002,0.002,0.000004,0.76%
Apr-25,2025-04-07T00:00:00,0.3,0.296,-0.004,0.004,0.000016,1.39%
Apr-25,2025-04-07T00:15:00,0.3,0.299,-0.001,0.001,0.000001,0.26%
Apr-25,2025-04-07T00:30:00,0.29,0.292,0.002,0.002,0.000004,0.82%
Apr-25,2025-04-07T00:45:00,0.28,0.281,0.001,0.001,0.000001,0.40%
Apr-25,2025-04-07T01:00:00,0.25,0.256,0.006,0.006,0.000036,2.50%
Apr-25,2025-04-07T01:15:00,0.25,0.246,-0.004,0.004,0.000016,1.55%
Apr-25,2025-04-07T01:30:00,0.27,0.266,-0.004,0.004,0.000016,1.64%
Apr-25,2025-04-07T01:45:00,0.3,0.284,-0.016,0.016,0.000256,5.31%
Apr-25,2025-04-07T02:00:00,0.99,1.053,0.063,0.063,0.003969,6.40%
Apr-25,2025-04-07T02:15:00,2.08,2.062,-0.018,0.018,0.000324,0.86%
Apr-25,2025-04-07T02:30:00,2.15,2.16,0.01,0.01,0.0001,0.47%
Apr-25,2025-04-07T02:45:00,0.99,1.01,0.02,0.02,0.0004,1.98%
Apr-25,2025-04-07T03:00:00,0.32,0.325,0.005,0.005,0.000025,1.51%
Apr-25,2025-04-07T03:15:00,2.32,2.315,-0.005,0.005,0.000025,0.24%
Apr-25,2025-04-07T03:30:00,1.02,1.04,0.02,0.02,0.0004,1.93%
Apr-25,2025-04-07T03:45:00,0.36,0.339,-0.021,0.021,0.000441,5.72%
Apr-25,2025-04-07T04:00:00,0.33,0.327,-0.003,0.003,0.000009,0.89%
Apr-25,2025-04-07T04:15:00,1,0.922,-0.078,0.078,0.006084,7.81%
Apr-25,2025-04-07T04:30:00,0.27,0.284,0.014,0.014,0.000196,5.12%
Apr-25,2025-04-07T04:45:00,0.26,0.266,0.006,0.006,0.000036,2.21%
Apr-25,2025-04-07T05:00:00,0.26,0.265,0.005,0.005,0.000025,1.96%
Apr-25,2025-04-07T05:15:00,0.28,0.279,-0.001,0.001,0.000001,0.40%
Apr-25,2025-04-07T05:30:00,0.26,0.267,0.007,0.007,0.000049,2.83%
Apr-25,2025-04-07T05:45:00,0.29,0.284,-0.006,0.006,0.000036,1.92%
Apr-25,2025-04-07T06:00:00,0.29,0.29,0,0,0,0.01%
Apr-25,2025-04-07T06:15:00,0.28,0.28,0,0,0,0.11%
Apr-25,2025-04-07T06:30:00,0.28,0.28,0,0,0,0.17%
Apr-25,2025-04-07T06:45:00,0.27,0.266,-0.004,0.004,0.000016,1.49%
Apr-25,2025-04-07T07:00:00,0.25,0.269,0.019,0.019,0.000361,7.79%
Apr-25,2025-04-07T07:15:00,0.22,0.262,0.042,0.042,0.001764,19.20%
Apr-25,2025-04-07T07:30:00,0.96,1.054,0.094,0.094,0.008836,9.75%
Apr-25,2025-04-07T07:45:00,3.15,3.389,0.239,0.239,0.057121,7.60%
Apr-25,2025-04-07T08:00:00,1.36,1.574,0.214,0.214,0.045796,15.74%
Apr-25,2025-04-07T08:15:00,1.41,1.521,0.111,0.111,0.012321,7.86%
Apr-25,2025-04-07T08:30:00,1.29,1.359,0.069,0.069,0.004761,5.35%
Apr-25,2025-04-07T08:45:00,0.6,0.699,0.099,0.099,0.009801,16.53%
Apr-25,2025-04-07T09:00:00,0.55,0.624,0.074,0.074,0.005476,13.54%
Apr-25,2025-04-07T09:15:00,1.99,1.944,-0.046,0.046,0.002116,2.33%
Apr-25,2025-04-07T09:30:00,0.59,0.481,-0.109,0.109,0.011881,18.55%
